PS1__mean,PS1__std,PS1__min,PS1__max,PS1__median,PS1__q25,PS1__q75,PS1__range,PS2__mean,PS2__std,PS2__min,PS2__max,PS2__median,PS2__q25,PS2__q75,PS2__range,PS3__mean,PS3__std,PS3__min,PS3__max,PS3__median,PS3__q25,PS3__q75,PS3__range,PS4__mean,PS4__std,PS4__min,PS4__max,PS4__median,PS4__q25,PS4__q75,PS4__range,PS5__mean,PS5__std,PS5__min,PS5__max,PS5__median,PS5__q25,PS5__q75,PS5__range,PS6__mean,PS6__std,PS6__min,PS6__max,PS6__median,PS6__q25,PS6__q75,PS6__range,EPS1__mean,EPS1__std,EPS1__min,EPS1__max,EPS1__median,EPS1__q25,EPS1__q75,EPS1__range,FS1__mean,FS1__std,FS1__min,FS1__max,FS1__median,FS1__q25,FS1__q75,FS1__range,FS2__mean,FS2__std,FS2__min,FS2__max,FS2__median,FS2__q25,FS2__q75,FS2__range,TS1__mean,TS1__std,TS1__min,TS1__max,TS1__median,TS1__q25,TS1__q75,TS1__range,TS2__mean,TS2__std,TS2__min,TS2__max,TS2__median,TS2__q25,TS2__q75,TS2__range,TS3__mean,TS3__std,TS3__min,TS3__max,TS3__median,TS3__q25,TS3__q75,TS3__range,TS4__mean,TS4__std,TS4__min,TS4__max,TS4__median,TS4__q25,TS4__q75,TS4__range,VS1__mean,VS1__std,VS1__min,VS1__max,VS1__median,VS1__q25,VS1__q75,VS1__range,SE__mean,SE__std,SE__min,SE__max,SE__median,SE__q25,SE__q75,SE__range,CE__mean,CE__std,CE__min,CE__max,CE__median,CE__q25,CE__q75,CE__range,CP__mean,CP__std,CP__min,CP__max,CP__median,CP__q25,CP__q75,CP__range,cooler_condition,valve_condition,pump_leakage,accumulator_pressure,stable_flag
160.67349166666625,13.938146895896809,145.83,191.51,156.25,151.19,166.31,45.67999999999998,109.46691350000005,47.11058133967771,0.0,156.99,129.365,120.19,130.54,156.99,1.9914753333333262,0.9456260217751014,0.0,10.039,2.297,2.219,2.359,10.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.842169500000013,0.08814660762852236,9.681,10.016,9.844,9.762,9.922,0.33500000000000085,9.72809749999997,0.08535905728402078,9.568,9.887,9.733,9.65,9.806,0.31900000000000084,2538.929166666707,185.6006523407326,2339.8,2951.6,2479.8,2409.8,2618.8,611.7999999999997,6.709815000000007,3.012913997131074,0.0,18.71,7.836,7.68775,7.934,18.71,10.304591666666655,0.09169501039072712,10.148,10.446,10.327,10.2105,10.389,0.29800000000000004,35.62198333333334,0.3056504807601146,35.156,36.152,35.572,35.401,35.899750000000004,0.9960000000000022,40.97876666666664,0.15301049709814796,40.773,41.25,40.963,40.812,41.126,0.47699999999999676,38.471016666666664,0.08395047978156908,38.316,38.613,38.496,38.416,38.52075000000001,0.29699999999999704,31.745250000000006,1.1071352917176234,30.363,33.594,31.576,30.665,32.7785,3.2310000000000016,0.5769500000000001,0.026851706960017745,0.532,0.624,0.577,0.553,0.603,0.09199999999999997,59.15718333333337,23.565118748191974,0.0,79.568,68.5145,67.657,68.889,79.568,39.60135,6.317224210640305,28.866,47.438,40.6755,33.610749999999996,45.938250000000004,18.572000000000003,1.8627499999999997,0.2770471455065605,1.383,2.188,1.924,1.6025,2.1295,0.8050000000000002,3,100,0,130,1
160.60332000000074,14.117790860386219,145.73,191.47,156.06,150.92,166.05,45.74000000000001,109.3548903333334,47.041690392766974,0.0,157.56,129.385,120.13,130.38,157.56,1.9762343333333219,0.9418885256518036,0.0,9.992,2.273,2.195,2.352,9.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.635142166666707,0.038388604498021735,9.557,9.745,9.632,9.607,9.663,0.18799999999999883,9.529487833333397,0.03631303969612295,9.454,9.637,9.526,9.503,9.556,0.18299999999999983,2531.498900000043,189.92425995324925,2332.0,2947.4,2470.0,2397.8,2607.8,615.4000000000001,6.715314999999993,3.0037418829034426,0.0,18.712,7.853,7.724,7.95225,18.712,10.403098333333327,0.019145895919375416,10.352,10.453,10.403,10.389,10.416,0.10099999999999909,36.676966666666665,0.580838502129082,35.648,37.488,36.7675,36.09,37.1875,1.8399999999999963,41.53276666666667,0.3354040034876681,41.031,42.105,41.518,41.223,41.867999999999995,1.073999999999998,38.97896666666667,0.1754400150732124,38.668,39.254,38.9845,38.841,39.1035,0.5859999999999985,34.49386666666666,0.43166964477737146,33.648,35.148,34.553,34.14725,34.88975,1.5,0.5658500000000001,0.02701285187955292,0.524,0.626,0.5595000000000001,0.547,0.5785,0.10199999999999998,59.33561666666665,23.65826676174149,0.0,80.441,68.536,67.825,69.321,80.441,25.786433333333324,1.6720192320132632,23.32,29.208,25.3855,24.40025,27.241500000000002,5.887999999999998,1.2555500000000002,0.07398072384074111,1.147,1.414,1.234,1.1957499999999999,1.31725,0.2669999999999999,3,100,0,130,1
160.34771999999944,14.1914357766083,145.37,191.41,155.72,150.59,165.87,46.03999999999999,109.15884466666672,46.988144099359886,0.0,156.97,129.325,120.04,130.13,156.97,1.9722239999999964,0.9434222065565051,0.0,10.914,2.273,2.187,2.352,10.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5305478333333,0.035813666553038644,9.455,9.64,9.528,9.506,9.557,0.1850000000000005,9.427948833333366,0.03602798748157094,9.348,9.536,9.425,9.403,9.455,0.18799999999999883,2519.9280000000276,190.72095417826145,2318.6,2939.8,2457.4,2385.8,2597.6,621.2000000000003,6.718521666666663,3.011735378957439,0.0,18.698,7.8469999999999995,7.69875,7.95425,18.698,10.366249999999996,0.0263392134785127,10.296,10.443,10.367,10.347750000000001,10.386,0.14700000000000024,37.88080000000001,0.5544897594485703,36.879,38.621,38.0235,37.37825,38.379,1.7420000000000044,42.44245000000001,0.38731965373147137,41.832,43.039,42.423500000000004,42.111,42.85575,1.2070000000000007,39.63194999999999,0.24903168640422677,39.234,40.062,39.626999999999995,39.408,39.792,0.8279999999999959,35.64615,0.2914298557686449,35.098,36.141,35.635,35.40025,35.879999999999995,1.0429999999999993,0.5765333333333332,0.036421818857504736,0.529,0.662,0.562,0.54925,0.59525,0.133,59.543150000000004,23.723181352020077,0.0,80.824,68.85300000000001,68.005,69.561,80.824,22.21823333333334,0.6330032218629612,21.22,23.554,22.104,21.6405,22.749000000000002,2.3339999999999996,1.113216666666666,0.02306880409172139,1.076,1.159,1.1095000000000002,1.099,1.13175,0.08299999999999996,3,100,0,130,1
160.1880883333334,14.226617261160076,145.14,191.34,155.56,150.41,165.72,46.20000000000002,109.06480716666653,46.96830697471048,0.0,156.44,128.865,119.96,130.02,156.44,1.9465754999999827,0.9354562410751202,0.0,10.297,2.242,2.141,2.305,10.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.438826666666722,0.03706549098854894,9.363,9.535,9.436,9.412,9.46725,0.1720000000000006,9.337429500000049,0.037371785655535734,9.257,9.431,9.335,9.311,9.366,0.1739999999999995,2511.541633333386,191.25466673173452,2310.8,2929.6,2448.0,2377.8,2587.8,618.7999999999997,6.720564999999993,3.0176576958144734,0.0,18.896,7.843,7.711,7.95425,18.896,10.302678333333336,0.026727355472540782,10.241,10.382,10.302,10.283,10.32025,0.14100000000000001,38.879049999999985,0.5118562110918783,37.887,39.473,39.055,38.44425,39.36,1.5859999999999985,43.40398333333333,0.3951411769510011,42.805,43.988,43.364999999999995,43.036,43.831,1.1829999999999998,40.403383333333345,0.2830451725824377,40.023,40.934,40.342,40.1485,40.6005,0.9109999999999943,36.579466666666654,0.2602009138253664,36.105,36.988,36.635000000000005,36.379,36.802,0.8830000000000027,0.5692666666666667,0.03318376443717954,0.527,0.645,0.555,0.5477500000000001,0.592,0.118,59.79489999999999,23.821971717093444,0.0,80.93,69.006,68.317,69.6,80.93,20.45981666666667,0.451941127864632,19.673,21.565,20.4805,20.13825,20.71025,1.892000000000003,1.0621500000000001,0.024415039763774026,1.022,1.107,1.0659999999999998,1.0455,1.077,0.08499999999999996,3,100,0,130,1
160.0004716666663,14.275244294262013,144.95,191.41,155.34,150.19,165.49,46.46000000000001,108.93143433333374,46.87103981145827,0.0,158.13,129.0,119.8375,129.82,158.13,1.9227069999999837,0.9302579501502176,0.0,11.102,2.219,2.117,2.281,11.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.358761999999949,0.02977660753007307,9.29,9.443,9.358,9.337,9.38,0.15300000000000047,9.260636166666663,0.02859006456747199,9.195,9.342,9.26,9.238,9.281,0.14700000000000024,2503.4495000000343,191.24243025476636,2301.8,2923.8,2440.6,2370.8,2579.6,622.0,6.690308333333334,3.0090395815382505,0.0,18.876,7.831,7.69025,7.94325,18.876,10.23775,0.029146140396285672,10.179,10.312,10.236,10.214,10.258,0.13299999999999912,39.80391666666669,0.5308934699060522,38.789,40.391,39.967,39.3515,40.309,1.6019999999999968,44.332750000000004,0.369649456692869,43.742,44.887,44.335499999999996,44.009,44.66575,1.1450000000000031,41.310550000000006,0.29112250714547444,40.859,41.777,41.34,41.003,41.511,0.9179999999999993,37.427899999999994,0.23756575931728854,36.992,37.781,37.439,37.24125,37.609,0.7890000000000015,0.5773666666666666,0.03320339674725396,0.524,0.66,0.576,0.5485,0.59275,0.136,59.455266666666674,23.771653460839072,0.0,81.1,69.013,68.166,69.643,81.1,19.787016666666677,0.28772831465734405,19.133,20.46,19.798499999999997,19.6325,19.96675,1.3270000000000017,1.0704666666666671,0.021297469854943393,1.016,1.106,1.0725,1.05575,1.0862500000000002,0.09000000000000008,3,100,0,130,1
159.9202100000004,14.274880960013862,144.71,191.28,155.23,150.06,165.38,46.56999999999999,108.88768166666719,46.84035491079615,0.0,156.55,128.93,119.91,129.78,156.55,1.91328449999999,0.9325252332026939,0.0,11.453,2.211,2.078,2.281,11.453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.301159666666644,0.03106825024397475,9.233,9.381,9.3,9.28,9.323,0.1479999999999997,9.206877000000002,0.030223862608872335,9.141,9.287,9.206,9.185,9.229,0.1460000000000008,2501.007066666737,191.50261074825073,2297.0,2920.6,2437.8,2365.8,2577.8,623.5999999999999,6.699023333333328,3.002352384845737,0.0,18.96,7.8395,7.69375,7.93925,18.96,10.178720000000004,0.0224284402786581,10.126,10.256,10.177,10.163,10.192,0.13000000000000078,40.65944999999999,0.5062072508699708,39.633,41.227,40.7695,40.283500000000004,41.145,1.593999999999994,45.17061666666665,0.3668736427194273,44.605,45.687,45.133,44.875,45.542,1.0820000000000007,42.12411666666665,0.2641018800681953,41.746,42.609,42.168,41.902499999999996,42.34375,0.8629999999999995,38.21206666666665,0.21121259958208502,37.824,38.586,38.262,38.02,38.405,0.7620000000000005,0.5726833333333334,0.030474301559765972,0.525,0.643,0.5665,0.545,0.5974999999999999,0.118,59.56333333333331,23.781476893208765,0.0,80.946,68.934,67.928,69.948,80.946,19.149683333333336,0.27496530033604033,18.588,19.651,19.162,19.035,19.338,1.0629999999999988,1.0720833333333333,0.020954945054144677,1.024,1.109,1.074,1.05575,1.0835,0.08499999999999996,3,100,0,130,1
159.67267499999937,14.369921002834593,144.49,191.19,154.97,149.77,165.19,46.69999999999999,108.67646550000013,46.785489431401174,0.0,155.04,128.675,119.52,129.53,155.04,1.8880996666666647,0.915723298491395,0.0,10.312,2.172,2.047,2.25,10.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.233941833333331,0.02551314922359715,9.17,9.302,9.233,9.21475,9.252,0.13199999999999967,9.14332016666673,0.025539453008477077,9.075,9.208,9.144,9.123,9.161,0.1330000000000009,2494.4169000000775,193.32574269280036,2290.0,2921.6,2431.6,2357.0,2572.2,631.5999999999999,6.6985733333333295,3.0100042211413744,0.0,19.208,7.817,7.6715,7.92925,19.208,10.140809999999998,0.0175919650219449,10.091,10.2,10.141,10.129,10.152,0.10899999999999999,41.46363333333333,0.5062107916229716,40.539,42.062,41.566,41.0325,41.961,1.5229999999999961,45.94723333333334,0.3392976258226524,45.363,46.457,45.947,45.679,46.27075000000001,1.0940000000000012,42.88811666666665,0.20025967239783707,42.598,43.203,42.9005,42.6755,43.042,0.605000000000004,38.93209999999999,0.1926808847118292,38.562,39.242,38.928,38.756,39.09,0.6799999999999997,0.5730333333333333,0.032612863855983096,0.518,0.649,0.566,0.5537500000000001,0.5872499999999999,0.131,59.789899999999975,23.838919311146075,0.0,80.848,69.113,68.515,69.866,80.848,18.666383333333332,0.23630115613108815,18.348,19.415,18.6075,18.469749999999998,18.8155,1.0670000000000002,1.0816833333333336,0.012546568809395224,1.053,1.11,1.08,1.074,1.08925,0.05700000000000016,3,100,0,130,1
159.61445166666644,14.386304973805094,144.41,191.17,154.91,149.91,165.16,46.75999999999999,108.6517446666669,46.80274048650143,0.0,159.09,128.72,119.11,129.51,159.09,1.8748941666666623,0.9174831916531138,0.0,10.398,2.164,2.0,2.266,10.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.194159166666767,0.026464690299319495,9.125,9.26,9.194,9.176,9.214,0.1349999999999998,9.105058166666646,0.027310403084518566,9.04,9.172,9.105,9.087,9.125,0.13200000000000145,2489.421533333364,192.10701577414818,2285.0,2913.0,2425.8,2357.6,2568.0,628.0,6.678026666666669,3.0022095722909783,0.0,19.333,7.802,7.6755,7.914,19.333,10.095978333333333,0.018805084344990924,10.049,10.156,10.096,10.083,10.109,0.1070000000000011,42.215266666666665,0.4785368626228167,41.227,42.734,42.3535,41.834,42.653999999999996,1.507000000000005,46.66523333333335,0.3208012035859935,46.187,47.117,46.679500000000004,46.376,46.979749999999996,0.9299999999999997,43.51988333333331,0.15795496105606271,43.273,43.875,43.488,43.4315,43.618,0.6019999999999968,39.55896666666667,0.16996607177773895,39.227,39.828,39.551,39.422,39.6975,0.6010000000000062,0.5720000000000002,0.037631547049428254,0.525,0.669,0.562,0.5447500000000001,0.5862499999999999,0.14400000000000002,59.59061666666667,23.76180540004741,0.0,81.01,69.0555,67.575,69.596,81.01,18.178433333333334,0.33279404875822055,17.418,18.788,18.1685,17.978,18.42375,1.370000000000001,1.0786999999999998,0.018383235116087002,1.033,1.105,1.079,1.071,1.09625,0.07200000000000006,3,100,0,130,1
159.47574499999968,14.429087721623523,144.12,191.14,154.77,149.73,164.97,47.01999999999998,108.52973849999994,46.76576758208712,0.0,167.22,128.77,118.98,129.41,167.22,1.8581203333333367,0.9142777168453131,0.0,10.789,2.141,1.969,2.242,10.789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.144616166666712,0.023756041448556794,9.085,9.206,9.144,9.127,9.163,0.12099999999999866,9.057066833333351,0.024529826062141113,9.0,9.119,9.057,9.038,9.076,0.11899999999999977,2484.4190666666937,193.51353743290247,2279.8,2909.4,2421.6,2351.6,2561.8,629.5999999999999,6.6716516666666665,3.011321005306014,0.0,19.577,7.792,7.66575,7.90325,19.577,10.039710000000001,0.01929108343250835,9.991,10.098,10.038,10.026,10.052,0.1070000000000011,42.89198333333331,0.4517018002940538,41.977,43.41,43.0215,42.498,43.30675,1.4329999999999998,47.339433333333325,0.31043219155808516,46.855,47.789,47.2775,47.07325,47.677749999999996,0.9340000000000046,44.201249999999966,0.17602505740187485,43.875,44.457,44.211,44.1065,44.303,0.5820000000000007,40.08053333333334,0.17720595048950477,39.789,40.402,40.078,39.9685,40.242,0.6129999999999995,0.5670666666666666,0.032289248296539105,0.516,0.65,0.559,0.5447500000000001,0.57875,0.134,59.608883333333324,23.79446201681648,0.0,81.186,69.0175,68.412,69.682,81.186,18.334866666666663,0.3557913464689975,17.587,19.081,18.351,18.063499999999998,18.50175,1.4939999999999998,1.1150833333333332,0.02266369465809921,1.073,1.168,1.1105,1.098,1.1265,0.09499999999999997,3,100,0,130,1
159.43799666666678,14.41431631469161,144.16,191.16,154.77,149.74,164.89,47.0,108.51088516666725,46.747980757853625,0.0,162.14,128.49,118.93,129.43,162.14,1.8410633333333353,0.9114784224849023,0.0,10.758,2.117,1.922,2.227,10.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.104831499999985,0.023958911517081283,9.052,9.173,9.106,9.085,9.123,0.12100000000000044,9.019264666666755,0.023898687932371848,8.965,9.087,9.019,9.0,9.036,0.12199999999999989,2480.434866666682,192.77918424365575,2274.0,2905.4,2417.4,2350.6,2555.8,631.4000000000001,6.659990000000001,3.0081362147626676,0.0,19.432,7.8,7.6355,7.911,19.432,9.99776166666668,0.015664020255207616,9.962,10.053,9.996,9.987,10.007,0.09100000000000108,43.532833333333336,0.4528453807745959,42.641,44.012,43.623000000000005,43.158,43.980999999999995,1.3710000000000022,47.98141666666667,0.3152361174139502,47.449,48.422,47.967,47.714,48.299,0.972999999999999,44.79713333333333,0.17338949090286723,44.527,45.129,44.8165,44.6825,44.947,0.6019999999999968,40.612549999999985,0.16505508423957566,40.375,40.918,40.650000000000006,40.495000000000005,40.748000000000005,0.5429999999999993,0.5716833333333334,0.03154810700431256,0.516,0.653,0.5665,0.5507500000000001,0.588,0.137,59.47373333333334,23.768681663670137,0.0,80.907,69.0075,68.164,69.773,80.907,18.205733333333335,0.24185718007856527,17.72,18.746,18.1735,18.06175,18.32475,1.0259999999999998,1.1291333333333335,0.015073670938280265,1.108,1.163,1.1280000000000001,1.116,1.1372499999999999,0.05499999999999994,3,100,0,130,1
